Certificate of Inspection,Inspection Number,Date of Occurance,Year (added),Business Unique ID,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0159417,INS-000726617,03/20/2024,2024,BA-1225347-2022,CERTIFIED HEATING OILS INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1810,FOREST AVE,,,,STATEN ISLAND,NY,10303,Staten Island,501,49,5033705,5017060028,SI12,40.62515636,-74.14926224
A0159420,INS-000726625,03/20/2024,2024,BA-1119668-2022,"AVENUE I SERVICE STATION, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,1248,CONEY ISLAND AVE,,,,BROOKLYN,NY,11230,Brooklyn,312,45,3170584,3065130044,BK43,40.62739456,-73.96568231
A0159327,INS-000726479,03/20/2024,2024,BA-1437819-2022,OCEAN AUTO CENTER INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,2001,GRAVESEND NECK RD,,,,BROOKLYN,NY,11229,Brooklyn,315,48,3200979,3073810015,BK17,40.59667488,-73.95074008
A0160186,INS-000728145,03/26/2024,2024,BA-1257456-2022,GASTOR INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,1,0,2,Confiscated,Complete Address,2985,JEROME AVE,,,,BRONX,NY,10468,Bronx,207,11,2015441,2032510180,BX28,40.87369566,-73.88924217
A0159646,INS-000727041,03/21/2024,2024,BA-1427701-2022,R & K SERVICE STATION INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,10020,METROPOLITAN AVE,,,,FOREST HILLS,NY,11375,Queens,406,29,4095246,4038950032,QN17,40.71072174,-73.85253724
A0159179,INS-000726214,03/19/2024,2024,BA-1377610-2022,"OZONE PARK OPERATIONS, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,8814,101ST AVE,,,,OZONE PARK,NY,11416,Queens,409,32,4189090,4090900021,QN53,40.68261703,-73.85176291
A0159182,INS-000726219,03/19/2024,2024,BA-1605984-2023,BOLLA OPERATING CORPORATION,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,387,PORT RICHMOND AVE,,,,STATEN ISLAND,NY,10302,Staten Island,501,49,5024726,5010460005,SI28,40.6325657,-74.13733549
A0158947,INS-000725819,03/18/2024,2024,BA-1562146-2022,YILMAZ INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,98,3RD AVE,,,,BROOKLYN,NY,11217,Brooklyn,302,39,3005968,3003880031,BK38,40.68332594,-73.98206599
A0158947,INS-000725819,03/18/2024,2024,BA-1562146-2022,YILMAZ INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Single,2,1,2,Confiscated,Complete Address,98,3RD AVE,,,,BROOKLYN,NY,11217,Brooklyn,302,39,3005968,3003880031,BK38,40.68332594,-73.98206599
A0159164,INS-000726184,03/19/2024,2024,BA-1126364-2022,AMBOY BP LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,4275,AMBOY RD,,,,STATEN ISLAND,NY,10308,Staten Island,503,51,5066358,5052260250,SI54,40.54669534,-74.15804645
A0157848,INS-000723758,03/11/2024,2024,BA-1485837-2022,RENSON 69 LLC,MOBIL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,6809,QUEENS BLVD,,,,WOODSIDE,NY,11377,Queens,402,26,4031839,4013480040,QN50,40.74040209,-73.89652225
A0159112,INS-000726093,03/19/2024,2024,BA-1556560-2022,WOODHAVEN AUTO CARE CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,93-02,ATLANTIC AVENUE,,,,OZONE PARK,NY,11416,Queens,409,32,4187580,4090330001,QN53,40.68792809,-73.84958762
A0158469,INS-000724880,03/14/2024,2024,BA-1111270-2022,10846 MART INC,JAYDEEP DHILLON,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,10846,MERRICK BLVD,,,,JAMAICA,NY,11433,Queens,412,27,4216669,4101790001,QN01,40.69775698,-73.78544835
A0158052,INS-000724106,03/12/2024,2024,BA-1107211-2022,BOLLA OPERATING CORP.,KINGS 2525 VICTORY C-STORE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,2525,VICTORY BLVD,,,,STATEN ISLAND,NY,10314,Staten Island,501,50,5030386,5015210001,SI28,40.61007336,-74.1473989
A0157801,INS-000723681,03/11/2024,2024,BA-1121671-2022,BOLLA OPERATING CORP.,KINGS MILL BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,6201,AVENUE U,,,,BROOKLYN,NY,11234,Brooklyn,318,46,3236931,3084050044,BK45,40.61548517,-73.91381046
A0157621,INS-000723387,03/08/2024,2024,BA-1439200-2022,MNC REALTY CORP.,MOBIL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,43-07,ASTORIA BOULEVARD NORTH,,,,ASTORIA,NY,11105,Queens,401,22,4014857,4007800018,QN72,40.76885732,-73.90665876
A0157736,INS-000723578,03/11/2024,2024,BA-1191519-2022,"G & F AUTO SERVICE, INC.",SUNOCO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,7202,ROOSEVELT AVE,,,,JACKSON HEIGHTS,NY,11372,Queens,404,25,4030416,4013040032,QN50,40.74663531,-73.89337998
A0157606,INS-000723360,03/08/2024,2024,BA-1086930-2022,BOLLA OPERATING CORP.,KINGS 3003 SERVICE STATION MOBILE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,3003,CONEY ISLAND AVE,,,,BROOKLYN,NY,11235,Brooklyn,313,48,3247996,3088110014,BK19,40.58304506,-73.96001688
A0157565,INS-000723299,03/08/2024,2024,BA-1337862-2022,HAFIZ INC,CITGO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,571,CONEY ISLAND AVE,,,,BROOKLYN,NY,11218,Brooklyn,314,39,3118156,3051410023,BK42,40.64336768,-73.96996934
A0157149,INS-000722559,03/06/2024,2024,BA-1230314-2022,"CERTIFIED HEATING OILS, INC.",CITGO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,995,MANOR RD,,,,STATEN ISLAND,NY,10314,Staten Island,502,50,5017545,5006970001,SI05,40.60202392,-74.12059928
A0157242,INS-000722698,03/06/2024,2024,BA-1437632-2022,MX FUEL CORP.,PURE ENERGY,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,10,MALCOLM X BLVD,,,,BROOKLYN,NY,11221,Brooklyn,303,36,3043178,3015990040,BK35,40.69401692,-73.931278
A0157008,INS-000722350,03/05/2024,2024,BA-1106019-2022,"AAA FRESH MEADOWS GAS, INC",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,16615,HORACE HARDING EXPY,,,,FRESH MEADOWS,NY,11365,Queens,407,20,4148735,4068660354,,40.73860751,-73.8024033
A0156987,INS-000722409,03/05/2024,2024,BA-1512424-2022,SPEEDWAY LLC,SPEEDWAY #07597,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,2488,HYLAN BLVD,,,,STATEN ISLAND,NY,10306,Staten Island,502,50,5055331,5039000012,SI45,40.57069211,-74.10952112
A0156987,INS-000722409,03/05/2024,2024,BA-1512424-2022,SPEEDWAY LLC,SPEEDWAY #07597,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,,Petrol Pump Diesel,2,1,2,Confiscated,Complete Address,2488,HYLAN BLVD,,,,STATEN ISLAND,NY,10306,Staten Island,502,50,5055331,5039000012,SI45,40.57069211,-74.10952112
A0156987,INS-000722409,03/05/2024,2024,BA-1512424-2022,SPEEDWAY LLC,SPEEDWAY #07597,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,2,1,2,Confiscated,Complete Address,2488,HYLAN BLVD,,,,STATEN ISLAND,NY,10306,Staten Island,502,50,5055331,5039000012,SI45,40.57069211,-74.10952112
A0156989,INS-000722313,03/05/2024,2024,BA-1291732-2022,HYLAN GASOLINE INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,2111,HYLAN BLVD,,,,STATEN ISLAND,NY,10306,Staten Island,502,50,5051503,5035750059,SI45,40.57895602,-74.10130886
A0156755,INS-000721845,03/04/2024,2024,BA-1127077-2022,BOLLA OPERATING CORP.,BOLLA 1152 UTICA AVENUE C-STORE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1152,UTICA AVE,,,,BROOKLYN,NY,11203,Brooklyn,317,45,3000000,3047600030,BK91,40.6447609,-73.92964592
A0156583,INS-000721474,03/01/2024,2024,BA-1573648-2023,MUKTI 31 PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,3102,ASTORIA BLVD,,,,ASTORIA,NY,11102,Queens,401,22,4008674,4006200024,QN70,40.76986516,-73.91818483
A0156437,INS-000721108,02/29/2024,2024,BA-1475687-2022,"WELLSPRING OF BROOKLYN, INC.",SUNOCO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,32,HIGHLAND BLVD,,,,BROOKLYN,NY,11207,Brooklyn,305,37,3080572,3034810007,BK83,40.67953965,-73.89958029
A0156448,INS-000721125,02/29/2024,2024,BA-1532701-2022,SPEEDWAY LLC,SPEEDWAY #07809,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,951,BAY ST,,,,STATEN ISLAND,NY,10305,Staten Island,501,49,5042103,5028220001,SI37,40.61929771,-74.06998865
A0155834,INS-000719954,02/26/2024,2024,BA-1257456-2022,GASTOR INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,2985,JEROME AVE,,,,BRONX,NY,10468,Bronx,207,11,2015441,2032510180,BX28,40.87369566,-73.88924217
A0156195,INS-000720639,02/28/2024,2024,BA-1191127-2022,"FARRAGUT GAS, INC.",BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,4210,FARRAGUT RD,,,,BROOKLYN,NY,11203,Brooklyn,317,45,3114510,3050170050,BK91,40.6370051,-73.93600267
A0156214,INS-000720673,02/28/2024,2024,BA-1557332-2022,WEEND KUUNY INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,460,MOTHER GASTON BLVD,,,,BROOKLYN,NY,11212,Brooklyn,316,41,3081156,3035260327,BK81,40.66789658,-73.90641074
A0155994,INS-000720236,02/27/2024,2024,BA-1086237-2022,BOLLA OPERATING CORP.,KINGS BAY & HANNA C-STORE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,231,BAY ST,,,,STATEN ISLAND,NY,10301,Staten Island,501,49,5106796,5004870060,SI37,40.63647072,-74.07611738
A0156011,INS-000720264,02/27/2024,2024,BA-1106603-2022,73 GASOLINE CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,7310,NEW UTRECHT AVE,,,,BROOKLYN,NY,11204,Brooklyn,311,38,3158965,3062030001,BK28,40.61723023,-73.99954615
A0156015,INS-000720272,02/27/2024,2024,BA-1101678-2022,BOLLA OPERATING CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,10409,ATLANTIC AVE,,,,RICHMOND HILL,NY,11418,Queens,409,29,4195383,4093130051,QN54,40.69043872,-73.8408051
A0143113,INS-000689157,11/16/2023,2023,BA-1565128-2022,WIXOM PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,15328,ROCKAWAY BLVD,,,,JAMAICA,NY,11434,Queens,412,28,4263196,4121350023,QN02,40.66975811,-73.78285643
A0143113,INS-000689157,11/16/2023,2023,BA-1565128-2022,WIXOM PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,2,0,2,Confiscated,Complete Address,15328,ROCKAWAY BLVD,,,,JAMAICA,NY,11434,Queens,412,28,4263196,4121350023,QN02,40.66975811,-73.78285643
A0142863,INS-000688646,11/15/2023,2023,BA-1462422-2022,MUKTI 77 PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,7740,HEWLETT ST,,,,NEW HYDE PARK,NY,11040,Queens,413,23,4174326,4085550060,QN44,40.75279646,-73.70217718
A0142939,INS-000688749,11/15/2023,2023,BA-1540672-2022,SUPER PETRO CORP,SUNCO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,0,2,Confiscated,Complete Address,668,3RD AVE,,,,BROOKLYN,NY,11232,Brooklyn,307,38,3009221,3006380078,BK32,40.66443502,-73.99718486
A0142512,INS-000688092,11/13/2023,2023,BA-1295027-2022,HOLLIS ISLAND CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,20533,HOLLIS AVE,,,,SAINT ALBANS,NY,11412,Queens,412,27,4233502,4109120030,QN07,40.70715913,-73.75194651
A0142519,INS-000688105,11/13/2023,2023,BA-1434486-2022,NORTH CONDUIT AUTO CENTER INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,16235,N CONDUIT AVE,,,,JAMAICA,NY,11434,Queens,412,28,4618185,4123180010,QN02,40.66802661,-73.77313649
A0142366,INS-000687849,11/09/2023,2023,BA-1666033-2023,KALAJA S BROTHERS INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1106,METCALF AVE,,,,BRONX,NY,10472,Bronx,209,18,2024062,2037470088,BX55,40.82795951,-73.8722378
A0142329,INS-000687792,11/09/2023,2023,BA-1103587-2022,BOLLA OPERATING CORP.,BOLLA 177-68 SOUTH CONDUIT C-STORE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,17790,S CONDUIT AVE,,,,JAMAICA,NY,11434,Queens,413,31,4285480,4133120001,QN03,40.66673103,-73.76761855
A0141931,INS-000687103,11/03/2023,2023,BA-1198849-2022,EFFICIENCY ENTERPRISES INC,Diesel Direct,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1843,43RD ST,,,,ASTORIA,NY,11105,Queens,401,22,4015238,4007900015,QN72,40.77779603,-73.89599115
A0141770,INS-000686813,11/02/2023,2023,BA-1074326-2022,"AL & SELWYN, INC.",CITGO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,3755,NOSTRAND AVE,,,,BROOKLYN,NY,11235,Brooklyn,315,48,3203176,3074220053,BK17,40.59236609,-73.94032301
A0141805,INS-000686878,11/02/2023,2023,BA-1215672-2022,G. P. NORTHERN BLVD. SERVICE CENTER INC.,TIGER MART,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1193,MYRTLE AVE,,,,BROOKLYN,NY,11221,Brooklyn,304,34,3072430,3031820001,BK78,40.69724574,-73.93293718
A0140990,INS-000685596,10/27/2023,2023,BA-1547219-2022,"WHITESTONE AUTO CENTER, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,15065,CROSS ISLAND PKWY,,,,WHITESTONE,NY,11357,Queens,407,19,4000000,4046970011,QN49,40.78724547,-73.81118581
A0140837,INS-000685348,10/26/2023,2023,BA-1127490-2022,BOLLA OPERATING CORP.,KINGS BAISLEY C-STORE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,16807,BAISLEY BLVD,,,,JAMAICA,NY,11434,Queens,412,28,4268385,4123850225,QN76,40.6802727,-73.77535902
A0140968,INS-000685560,10/27/2023,2023,BA-1678728-2023,AMG RETAIL I LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,71,MAJOR DEEGAN EXPRESS,,,,BRONX,NY,10471,Bronx,226,11,2117803,2059000001,BX99,40.89487767,-73.8821826
A0140935,INS-000685516,10/27/2023,2023,BA-1567092-2022,"SKS PETROLEUM, INC.",DELTA EXPRESS,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,1,0,2,Confiscated,Complete Address,1002,CLINTONVILLE ST,,,,WHITESTONE,NY,11357,Queens,407,19,4102636,4045150029,QN49,40.79280637,-73.81290716
A0140940,INS-000685524,10/27/2023,2023,BA-1127206-2022,14TH AVE SERVICE STATION INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,12802,14TH AVE,,,,COLLEGE POINT,NY,11356,Queens,407,19,4098486,4040950030,QN23,40.78540363,-73.84013388
A0140670,INS-000685022,10/25/2023,2023,BA-1382956-2022,MUKTI 49 PETROLEUM INC.,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,9949,HORACE HARDING EXPY,,,,CORONA,NY,11368,Queens,404,21,4047916,4019480027,QN25,40.73633669,-73.85756843
A0140643,INS-000684982,10/25/2023,2023,BA-1328534-2022,LOTUS FARMERS BLVD GAS CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,114-05,FARMERS BOULEVARD,,,,SAINT ALBANS,NY,11412,Queens,412,27,4236214,4110070005,QN08,40.69781285,-73.76219806
A0140409,INS-000684535,10/24/2023,2023,BA-1228543-2022,Develop Gas Corp,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,1,0,2,Confiscated,Complete Address,6520,COOPER AVE,,,,GLENDALE,NY,11385,Queens,405,30,4090928,4037220009,QN19,40.69870724,-73.88856998
A0140229,INS-000684223,10/23/2023,2023,BA-1324961-2022,INDO US CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,22233,BRADDOCK AVE,,,,QUEENS VILLAGE,NY,11428,Queens,413,23,4166861,4079670027,QN43,40.72867762,-73.73687509
A0140246,INS-000684249,10/23/2023,2023,BA-1557075-2022,SUTPHIN SERVICE STATION INC,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,11660,SUTPHIN BLVD,,,,JAMAICA,NY,11434,Queens,412,28,4260449,4120080034,QN76,40.6809467,-73.79224099
A0140047,INS-000683917,10/20/2023,2023,BA-1527031-2022,SPEEDWAY LLC,SPEEDWAY #07807,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,11708,SPRINGFIELD BLVD,,,,CAMBRIA HEIGHTS,NY,11411,Queens,413,27,4272280,4126370050,QN08,40.69593414,-73.74369751
A0139733,INS-000683352,10/18/2023,2023,BA-1370869-2022,GULYANA INC.,Gulyana Inc.,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,21201,HILLSIDE AVE,,,,QUEENS VILLAGE,NY,11427,Queens,413,23,4228876,4106810051,QN34,40.72476573,-73.75398793
A0139560,INS-000683039,10/17/2023,2023,BA-1315942-2022,INWOOD AUTO SERVICE CORP.,CITGO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,4880,BROADWAY,,,,NEW YORK,NY,10034,Manhattan,112,10,1064914,1022350001,MN01,40.86710828,-73.9228196
A0139033,INS-000682167,10/12/2023,2023,BA-1534957-2022,SPEEDWAY LLC,speedway #07599,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,2,1,2,Confiscated,Complete Address,610,NEREID AVE,,,,BRONX,NY,10470,Bronx,212,11,2069606,2050360029,BX62,40.89962539,-73.85733427
A0139510,INS-000682955,10/17/2023,2023,BA-1335658-2022,HERMIN EMPIRES INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,3802,21ST ST,,,,LONG ISLAND CITY,NY,11101,Queens,401,26,4005327,4004710734,QN68,40.75731552,-73.93926201
A0139518,INS-000682968,10/17/2023,2023,BA-1429141-2022,MUKTI 315 PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,24115,HILLSIDE AVE,,,,BELLEROSE,NY,11426,Queens,413,23,4165799,4079090001,QN43,40.7337253,-73.72514624
A0138879,INS-000681914,10/11/2023,2023,BA-1674650-2023,BP PRODUCTS NORTH AMERICA  INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,1862,WEBSTER AVE,,,,BRONX,NY,10457,Bronx,206,15,2094556,2029000051,BX41,40.84701715,-73.90131901
A0137960,INS-000680383,10/03/2023,2023,BA-1215967-2022,CROSS BRONX SERVICE STATION CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,1730,CROSS BRONX EXPY,,,,BRONX,NY,10472,Bronx,209,18,2126900,2038940028,BX08,40.8356783,-73.87035825
A0138471,INS-000681262,10/06/2023,2023,BA-1112613-2022,278 FUEL STOP INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,392,LEONARD ST,,,,BROOKLYN,NY,11211,Brooklyn,301,34,3068067,3027330007,BK73,40.71829781,-73.94838111
A0138627,INS-000681509,10/10/2023,2023,BA-1108438-2022,BOLLA OPERATING CORP.,KINGS NEPTUNE MOBIL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1702,NEPTUNE AVE,,,,BROOKLYN,NY,11224,Brooklyn,313,47,3189029,3070200006,BK21,40.57891192,-73.98537715
A0138636,INS-000681524,10/10/2023,2023,BA-1080292-2022,174-02 HORACE HARDING EXPRESSWAY REALTY OPERATING CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,17402,HORACE HARDING EXPY,,,,FRESH MEADOWS,NY,11365,Queens,408,24,4148801,4068910022,QN41,40.7383308,-73.79484424
A0138636,INS-000681524,10/10/2023,2023,BA-1080292-2022,174-02 HORACE HARDING EXPRESSWAY REALTY OPERATING CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Single,2,1,2,Confiscated,Complete Address,17402,HORACE HARDING EXPY,,,,FRESH MEADOWS,NY,11365,Queens,408,24,4148801,4068910022,QN41,40.7383308,-73.79484424
A0138321,INS-000681015,10/05/2023,2023,BA-1115592-2022,20TH AVE FARMERS MARKET INC,20TH AVENUE FARMERS MARKET,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,13005,20TH AVE,,,,COLLEGE POINT,NY,11356,Queens,407,19,4000000,4041360052,QN49,40.78167953,-73.83853237
A0138327,INS-000681027,10/05/2023,2023,BA-1121021-2022,ASTORIA OIL CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,4013,ASTORIA BLVD,,,,ASTORIA,NY,11105,Queens,401,22,4015288,4007930026,QN72,40.76939518,-73.90997218
A0137907,INS-000680291,10/03/2023,2023,BA-1016112-2022,14TH AVE GAS INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,3715,14 AVENUE,,,,BROOKLYN,NY,11218,Brooklyn,312,39,3125014,3053480001,BK88,40.64035107,-73.98297475
A0137912,INS-000680300,10/03/2023,2023,BA-1337949-2022,GUANG INC,MOBIL MART,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,16501,HILLSIDE AVE,,,,JAMAICA,NY,11432,Queens,408,24,4438689,4098370010,QN35,40.70916998,-73.79770413
A0137768,INS-000680071,10/02/2023,2023,BA-1354932-2022,"K & E MOBIL, LLC",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1764,UNIVERSITY AVE,,,,BRONX,NY,10453,Bronx,205,14,2008837,2028760122,BX36,40.84948041,-73.91685073
A0137526,INS-000679433,09/29/2023,2023,BA-1346344-2022,MJB SERVICE STATION INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,321,MCGUINNESS BLVD,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3064194,3025230031,BK76,40.73338463,-73.95215809
A0137402,INS-000679240,09/28/2023,2023,BA-1109207-2022,BHELA INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,10515,MERRICK BLVD,,,,JAMAICA,NY,11433,Queens,412,27,4218149,4102360001,QN01,40.70070394,-73.78940241
